"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29"
"37310",0.4,0.4,0.15,0.576946761829853,0.262394663398556,10576,0.261234822400792,0.150834305621511,439,0.4,0.4,0.4,0.4,4,4,4,4,3,3,3,3,60,392,5,11,50,272,5,8
"37401",0.4,0.4,0.2,0.526303407836001,0.277213159268471,12531,0.0265870646507384,0.00779922476809898,522,0.4,0.4,0.4,0.4,4,4,5,5,4,2,2,2,20,11,298,125,45,18,12,7
"37402",0.4,0.4,0.2,0.540353134423995,0.320276447433804,11708,0.341512198969424,0.147021375391586,538,0.4,0.4,0.4,0.4,5,4,4,5,2,4,4,2,78,1,180,18,37,1,52,8
"37403",0.4,0.4,0.2,0.514772558514931,0.269556649372373,16260,0.0664881342724281,0.0271232467836065,525,0.4,0.4,0.4,0.4,4,5,5,4,3,3,2,1,295,66,12,6,249,60,11,5
"37404",0.4,0.4,0.2,0.542437097265143,0.298408616481566,11579,0.109627024411182,0.0437741471012539,526,0.4,0.4,0.4,0.4,4,5,4,4,2,1,3,4,14,60,15,30,43,41,48,20
"37405",0.4,0.4,0.2,0.570177885391445,0.326159509972788,8057,0.074549624292909,0.0413126283169808,525,0.4,0.4,0.4,0.4,5,4,4,4,2,2,3,4,44,12,6,104,22,8,68,52
"37406",0.4,0.4,0.2,0.518739133780525,0.286864924925739,13411,0.209843642726454,0.106218770526477,517,0.4,0.4,0.4,0.4,4,5,5,4,4,2,2,4,64,41,2,167,37,27,2,157
"37407",0.4,0.4,0.2,0.508665137906377,0.265948628745886,15775,0.0234877034337436,0.00991683663284797,521,0.4,0.4,0.4,0.4,5,5,4,4,3,1,2,3,38,40,36,501,51,94,25,323
"37408",0.4,0.4,0.2,0.510479668230211,0.280436924371234,13522,0.132138075125288,0.0686451885360084,543,0.4,0.4,0.4,0.4,5,4,4,4,2,3,2,4,11,27,16,5,31,48,27,5
"37409",0.4,0.4,0.2,0.523658981315846,0.269016539255155,13566,0.162941711041242,0.0587226055899679,503,0.4,0.4,0.4,0.4,4,4,5,5,4,3,2,2,5,29,494,61,6,22,10,42
"37410",0.4,0.4,0.2,0.554212819414851,0.300744890448293,13175,0.104297416400308,0.0763815379373172,526,0.4,0.4,0.4,0.4,4,4,4,4,3,3,3,3,15,248,12,124,20,157,11,25
"37501",0.4,0.4,0.25,0.514110844264242,0.312783681308232,15573,0.00715935545739029,0.00266661983920431,619,0.4,0.4,0.4,0.4,4,4,5,5,4,2,2,2,100,12,256,8,83,12,233,8
"37502",0.4,0.4,0.25,0.507959978428687,0.320374721104458,15463,0.131334659582706,0.0424834438333406,619,0.4,0.4,0.4,0.4,5,4,4,5,2,4,3,1,19,24,42,4,15,24,33,4
"37503",0.4,0.4,0.25,0.497370752663912,0.306729668147061,18185,0.0503415704376705,0.022853861270468,614,0.4,0.4,0.4,0.4,4,5,5,4,3,3,2,2,84,13,21,594,144,22,15,377
"37504",0.4,0.4,0.25,0.53185074801309,0.339207433611511,13625,0.136897596190292,0.0804649190763742,620,0.4,0.4,0.4,0.4,4,5,4,4,2,2,3,4,134,137,66,74,69,106,34,176
"37505",0.4,0.4,0.25,0.549081697647516,0.358053801660246,10526,0.0297193701213405,0.0135646775149836,618,0.4,0.4,0.4,0.4,5,4,4,4,2,2,3,3,150,15,70,43,103,24,148,28
"37506",0.4,0.4,0.25,0.513145745675549,0.33334057745756,15793,0.151763056977972,0.0740786877676872,620,0.4,0.4,0.4,0.4,4,5,5,4,4,2,3,3,24,356,301,127,26,2,13,166
"37507",0.4,0.4,0.25,0.518100163627863,0.322256059224449,13959,0.0122842513641711,0.00472344373329406,620,0.4,0.4,0.4,0.4,5,5,4,4,2,1,2,3,57,12,4,5,271,8,4,5
"37508",0.4,0.4,0.25,0.520425859909432,0.341900732715504,15485,0.0997746052517553,0.0426913445931384,642,0.4,0.4,0.4,0.4,5,4,4,4,2,4,1,4,296,341,3,6,133,146,3,5
"37509",0.4,0.4,0.25,0.509315668280626,0.292951588313739,16665,0.0355234849861628,0.0344952412363235,586,0.4,0.4,0.4,0.4,4,4,5,5,3,2,2,2,12,98,147,113,8,78,96,243
"37510",0.4,0.4,0.25,0.537871922405032,0.351946382207931,14793,0.146476241293824,0.0899753626060893,618,0.4,0.4,0.4,0.4,4,4,4,4,2,2,4,3,32,332,40,21,20,242,25,16
"37601",0.4,0.4,0.3,0.489898758881469,0.345385270721579,18790,0.00774476065996385,0.00216874675131987,714,0.4,0.4,0.4,0.4,4,4,5,5,3,2,2,2,43,106,56,50,76,98,78,47
"37602",0.4,0.4,0.3,0.516792902324817,0.375537012780492,17315,0.0639705604827949,0.0253674115912517,705,0.4,0.4,0.4,0.4,5,4,4,5,3,4,3,1,546,42,113,25,327,28,97,36
"37603",0.4,0.4,0.3,0.504851721021934,0.361460402980281,16895,0.0421086817069872,0.0159064790799451,705,0.4,0.4,0.4,0.4,4,5,5,4,2,4,2,1,25,491,216,3,21,20,123,3
"37604",0.4,0.4,0.3,0.529232837585926,0.366621806132006,13874,0.167296945409005,0.0618976498123082,697,0.4,0.4,0.4,0.4,4,5,4,4,1,2,2,4,5,132,27,12,5,104,22,23
"37605",0.4,0.4,0.3,0.544045021746669,0.40048436255937,10390,0.0207471295646107,0.0069632662708248,717,0.4,0.4,0.4,0.4,5,4,4,4,1,3,3,4,21,425,202,5,18,11,144,5
"37606",0.4,0.4,0.3,0.508712986095051,0.378534598596244,16688,0.136417849918164,0.0632550769220493,719,0.4,0.4,0.4,0.4,4,5,5,4,3,2,2,3,3,154,359,50,3,111,292,69
"37607",0.4,0.4,0.3,0.501498945754265,0.358830229792576,16419,0.0090017868530345,0.00237652061791196,705,0.4,0.4,0.4,0.4,5,5,4,4,2,1,2,3,343,2,24,151,261,2,31,131
"37608",0.4,0.4,0.3,0.527551402555045,0.394468692053176,16365,0.126246832559146,0.0523486018947514,729,0.4,0.4,0.4,0.4,5,4,4,4,2,3,2,4,142,72,518,201,81,40,26,1
"37609",0.4,0.4,0.3,0.507038382473037,0.342675172998362,17317,0.018770294235443,0.00567798169309021,665,0.4,0.4,0.4,0.4,4,4,5,5,3,3,2,2,84,137,368,5,56,179,261,4
"37610",0.4,0.4,0.3,0.518544898519283,0.365084012528136,19301,0.0527898207354758,0.0231621672063089,714,0.4,0.4,0.4,0.4,4,4,4,4,2,2,3,3,25,138,168,638,16,82,116,44
"37701",0.4,0.4,0.35,0.476763467834517,0.384412458463403,22460,0.00308667702330279,0.00178096758365979,811,0.4,0.4,0.4,0.4,4,4,5,5,3,2,2,2,460,218,236,2,189,233,144,2
"37702",0.4,0.4,0.35,0.477249671159514,0.381630238389561,19491,0.0792569847522793,0.0384275533806322,793,0.4,0.4,0.4,0.4,5,4,4,5,3,3,2,1,203,26,16,3,9,44,11,3
"37703",0.4,0.4,0.35,0.506775290302333,0.396062235625523,18220,0.0251833924059717,0.00850621408274046,790,0.4,0.4,0.4,0.4,4,5,5,4,2,4,2,2,24,14,57,253,26,21,38,148
"37704",0.4,0.4,0.35,0.522024270321163,0.425077242436412,17576,0.0921848391812643,0.0423221559257325,790,0.4,0.4,0.4,0.4,4,5,4,4,2,2,3,3,202,250,274,84,133,250,1,74
"37705",0.4,0.4,0.35,0.536473920839939,0.427167081161098,11570,0.0118571229471524,0.00460855159061506,805,0.4,0.4,0.4,0.4,5,4,4,4,2,3,3,4,272,522,13,116,147,13,143,120
"37706",0.4,0.4,0.35,0.507495837079875,0.422808106083078,22168,0.042004218245816,0.0172367873972969,823,0.4,0.4,0.4,0.4,4,5,5,4,3,2,2,3,354,76,227,710,266,107,224,69
"37707",0.4,0.4,0.35,0.515402266988607,0.405135505203554,18188,0.00416096416559413,0.00142728819928965,799,0.4,0.4,0.4,0.4,5,5,4,4,2,1,2,3,323,38,186,4,271,90,89,4
"37708",0.4,0.4,0.35,0.507984322369725,0.420636167168158,18007,0.00900885174219146,0.00638306109426552,824,0.4,0.4,0.4,0.4,5,4,4,4,2,2,2,4,110,19,79,117,179,15,46,207
"37709",0.4,0.4,0.35,0.532330751273345,0.414311594187952,19944,0.00411105213742397,0.00351022803822649,760,0.4,0.4,0.4,0.4,4,4,5,5,3,2,2,2,95,520,64,69,73,10,47,50
"37710",0.4,0.4,0.35,0.514252962318335,0.419061417466484,21040,0.0224933506176733,0.00852841406841596,809,0.4,0.4,0.4,0.4,4,4,4,4,2,2,3,2,17,325,18,433,13,163,16,6
"37801",0.4,0.4,0.4,0.471398416194672,0.443164012444426,23770,0.00405763755816103,0.00174918887316996,908,0.4,0.4,0.4,0.4,4,4,5,5,3,2,2,2,29,41,236,30,63,36,16,23
"37802",0.4,0.4,0.4,0.511920810598891,0.449800505981139,22946,0.0260055168821176,0.0083126981898451,881,0.4,0.4,0.4,0.4,5,4,4,5,3,3,2,2,357,24,439,414,30,17,311,77
"37803",0.4,0.4,0.4,0.477775265610948,0.416528903030453,21049,0.0164462184205568,0.00581400970655592,883,0.4,0.4,0.4,0.4,4,5,5,4,2,4,2,1,74,208,830,39,108,245,442,39
"37804",0.4,0.4,0.4,0.523506627376837,0.473615852067511,18686,0.0132225136004822,0.00614107536353412,893,0.4,0.4,0.4,0.4,4,5,4,4,3,2,2,3,17,542,10,224,19,339,6,179
"37805",0.4,0.4,0.4,0.526128282828283,0.471690019767443,14277,0.00777303927922043,0.00269728477086329,900,0.4,0.4,0.4,0.4,5,4,4,4,2,2,2,3,22,109,3,83,23,125,5,222
"37806",0.4,0.4,0.4,0.479036205663378,0.4465204601879,23079,0.0141564835404444,0.00512204073669595,923,0.4,0.4,0.4,0.4,4,5,5,4,2,2,3,2,30,11,708,45,26,11,96,54
"37807",0.4,0.4,0.4,0.485037833620993,0.443683483463509,19869,0.00224024830414506,0.000940662993361584,898,0.4,0.4,0.4,0.4,5,5,4,4,2,1,2,3,57,6,168,114,64,6,234,126
"37808",0.4,0.4,0.4,0.499919346708338,0.465504562938873,19720,0.00946314654033711,0.00404059324392864,910,0.4,0.4,0.4,0.4,5,4,4,4,2,2,2,3,152,137,158,2,133,65,88,2
"37809",0.4,0.4,0.4,0.521409655962858,0.458310761603694,21176,0.00277504962081222,0.00168744860766218,861,0.4,0.4,0.4,0.4,4,4,5,5,3,2,2,3,27,860,644,34,20,37,8,111
"37810",0.4,0.4,0.4,0.490577467976831,0.443042091623323,22195,0.00973059553282538,0.00359252418510199,898,0.4,0.4,0.4,0.4,4,4,4,4,2,2,3,2,130,284,53,43,13,3,35,32
"37901",0.4,0.4,0.45,0.479099416397666,0.489532470489828,25262,0.00276489399975127,0.00134470301878922,1002,0.4,0.4,0.4,0.4,4,4,5,5,3,2,2,2,144,163,70,28,242,149,160,20
"37902",0.4,0.4,0.45,0.478187731299764,0.474915299235218,22560,0.00546469231789811,0.00330256611530808,964,0.4,0.4,0.4,0.4,5,4,4,5,3,3,3,2,57,347,209,377,237,296,160,10
"37903",0.4,0.4,0.45,0.495663706100527,0.494008946269697,21038,0.00625784972396331,0.00373922943583179,977,0.4,0.4,0.4,0.4,4,5,5,4,2,4,2,1,359,705,432,23,116,6,318,24
"37904",0.4,0.4,0.45,0.504519390757711,0.501347054299085,21545,0.0109501904997596,0.00293484063650567,977,0.4,0.4,0.4,0.4,4,5,4,4,2,1,3,3,126,15,654,377,236,13,56,1
"37905",0.4,0.4,0.45,0.526939182073748,0.509273848625745,16504,0.00481797867660773,0.00216063597007589,991,0.4,0.4,0.4,0.4,5,4,4,4,2,2,3,3,384,112,409,27,141,125,189,55
"37906",0.4,0.4,0.45,0.48672068827531,0.504297268107407,24570,0.00627590098251176,0.00249286162020499,1020,0.4,0.4,0.4,0.4,4,5,5,4,3,3,2,3,357,972,286,442,134,40,278,66
"37907",0.4,0.4,0.45,0.503189421742884,0.492396161448821,23133,0.00249194916893661,0.00100733387373864,983,0.4,0.4,0.4,0.4,5,5,4,4,3,3,2,2,39,858,91,190,48,340,137,299
"37908",0.4,0.4,0.45,0.50236503213223,0.510483479767459,22929,0.00344109294440012,0.0020998269619918,1015,0.4,0.4,0.4,0.4,5,4,4,4,2,2,2,3,768,322,122,79,10,199,360,137
"37909",0.4,0.4,0.45,0.510580786301773,0.488076391344013,22834,0.00250985845690244,0.00127872152840432,959,0.4,0.4,0.4,0.4,4,4,5,5,3,2,2,2,478,217,702,23,34,99,471,23
"37910",0.4,0.4,0.45,0.489507450745075,0.490079590202725,21521,0.00968163942603716,0.00364018015979513,990,0.4,0.4,0.4,0.4,4,4,4,4,2,2,2,2,18,40,445,567,11,83,211,350
"38001",0.4,0.5,0,0.782259639075095,0.287131363418442,1843,0.748208163737991,0.434848814697457,173,0.420168193103746,0.48983896849677,0.494467526860535,0.466079779248685,4,4,5,5,4,4,3,2,4,1,101,100,4,1,50,30
"38002",0.4,0.5,0,0.805196563999381,0.268547729301525,1831,0.773980979021638,0.411052572441153,154,0.408513596886769,0.422543661645614,0.427453052299097,0.427230506623164,5,4,4,5,2,4,4,2,6,2,1,117,4,2,1,60
"38003",0.4,0.5,0,0.815720995176441,0.309706569834649,1471,0.757884312441764,0.588644442139236,180,0.494383933884092,0.494347495865077,0.412915897672065,0.483344881562516,4,5,5,4,4,5,2,4,1,11,41,5,1,8,29,4
"38004",0.4,0.5,0,0.822710667348382,0.316786557816971,1787,0.777929054833064,0.682489162600406,211,0.460210067476146,0.460439405404031,0.412463344424032,0.429460092424415,4,5,4,4,4,2,4,4,11,3,14,1,5,16,8,1
"38005",0.4,0.5,0,0.792591275723941,0.325132160751936,1678,0.892591419330947,0.738532828915008,193,0.481357421493158,0.4260427771369,0.472440589265898,0.490609215130098,5,4,4,4,3,4,4,4,96,2,1,5,43,8,1,2
"38006",0.4,0.5,0,0.767354364042632,0.222635293699159,1738,0.797105808406231,0.702659492896275,177,0.410465012793429,0.470105745922774,0.452795998426154,0.480793520086445,4,5,5,4,4,4,5,4,2,131,46,1,2,75,16,1
"38007",0.4,0.5,0,0.790110093046381,0.338129793960979,2163,0.656976592828276,0.427782946281658,194,0.480748338904232,0.497807572525926,0.495793371647596,0.476273185643367,5,5,4,4,2,2,4,4,26,72,1,2,43,38,1,2
"38008",0.4,0.5,0,0.822113858363858,0.339383849781008,1593,0.863709504718874,0.581456013433488,180,0.424374939058907,0.479201042582281,0.434006235282868,0.497206250065938,5,4,4,4,2,4,4,4,97,20,22,1,57,5,6,1
"38009",0.4,0.5,0,0.792327201565558,0.270857356377323,1814,0.794741842051824,0.472515972685143,171,0.43215091789607,0.471892750402913,0.429087338689715,0.493226981326006,4,4,5,5,4,4,1,3,3,1,7,107,5,1,4,59
"38010",0.4,0.5,0,0.720729288095384,0.226651328005243,2322,0.805028593443671,0.763392138809579,189,0.444372358778492,0.413407615036704,0.439065778977238,0.436931577185169,4,4,4,4,4,4,4,4,4,28,1,14,4,14,1,10
"38101",0.4,0.5,0.05,0.63607851666576,0.235183324225091,4300,0.582009404852762,0.343897264805778,264,0.420168193103746,0.48983896849677,0.494467526860535,0.466079779248685,4,4,5,5,4,4,3,2,6,1,89,32,4,1,34,14
"38102",0.4,0.5,0.05,0.625757714285714,0.205980519694716,4737,0.679557642605425,0.333684858126662,250,0.408513596886769,0.422543661645614,0.427453052299097,0.427230506623164,5,4,4,5,3,4,4,2,56,1,3,57,89,1,2,61
"38103",0.4,0.5,0.05,0.691368343002836,0.267600721302199,3012,0.668705226050203,0.462764102980537,265,0.494383933884092,0.494347495865077,0.412915897672065,0.483344881562516,4,5,5,4,4,4,2,4,1,73,253,3,1,38,149,2
"38104",0.4,0.5,0.05,0.690466666666667,0.287618807888598,3751,0.663377338099171,0.499650946997754,300,0.460210067476146,0.460439405404031,0.412463344424032,0.429460092424415,4,5,4,4,4,2,4,4,2,57,8,1,2,72,26,1
"38105",0.4,0.5,0.05,0.623790782432551,0.231774304567604,5004,0.420540081265224,0.349798945242149,294,0.481357421493158,0.4260427771369,0.472440589265898,0.490609215130098,5,4,4,4,4,4,4,4,265,1,4,5,172,1,15,2
"38106",0.4,0.5,0.05,0.63829576001955,0.226674980646402,4250,0.607133524551113,0.451850731909027,264,0.410465012793429,0.470105745922774,0.452795998426154,0.480793520086445,4,5,5,4,4,2,3,4,1,22,87,3,1,11,44,3
"38107",0.4,0.5,0.05,0.687488662046829,0.275190323379301,3562,0.747230695943117,0.405986935363947,269,0.480748338904232,0.497807572525926,0.495793371647596,0.476273185643367,5,5,4,4,2,2,4,4,58,125,1,8,60,42,1,5
"38108",0.4,0.5,0.05,0.666574320449962,0.266973883644244,3475,0.621005743161031,0.386675379087184,269,0.424374939058907,0.479201042582281,0.434006235282868,0.497206250065938,5,4,4,4,1,4,4,4,71,4,24,1,45,2,8,1
"38109",0.4,0.5,0.05,0.673466774365137,0.241359785705492,3769,0.60325688247143,0.332887018072599,263,0.43215091789607,0.471892750402913,0.429087338689715,0.493226981326006,4,4,5,5,4,4,1,3,4,1,3,74,11,1,3,35
"38110",0.4,0.5,0.05,0.632684844771242,0.220934602224339,3807,0.668689287588706,0.635464630516983,272,0.444372358778492,0.413407615036704,0.439065778977238,0.436931577185169,4,4,4,4,4,4,4,3,1,149,3,36,1,141,3,31
"38201",0.4,0.5,0.1,0.579099044441074,0.232524063445005,7126,0.407096021908592,0.233982138347559,347,0.420168193103746,0.48983896849677,0.494467526860535,0.466079779248685,4,4,5,5,4,4,3,2,68,2,25,99,80,2,14,51
"38202",0.4,0.5,0.1,0.586054823690081,0.24394191013962,6776,0.33607284423629,0.183068496294391,353,0.408513596886769,0.422543661645614,0.427453052299097,0.427230506623164,5,4,4,5,2,4,4,3,45,2,1,292,34,2,1,188
"38203",0.4,0.5,0.1,0.626728340792839,0.271203199271893,6349,0.389806696295083,0.255980026940128,368,0.494383933884092,0.494347495865077,0.412915897672065,0.483344881562516,4,5,5,4,4,4,2,4,4,98,63,15,8,53,31,17
"38204",0.4,0.5,0.1,0.630546634785199,0.285173179816721,6125,0.469956287578089,0.321127784067108,379,0.460210067476146,0.460439405404031,0.412463344424032,0.429460092424415,4,5,4,4,4,2,3,4,19,120,2,3,28,130,2,3
"38205",0.4,0.5,0.1,0.578202800744585,0.237539795992995,6022,0.328141041237722,0.21105862224701,374,0.481357421493158,0.4260427771369,0.472440589265898,0.490609215130098,5,4,4,4,2,4,4,4,69,1,325,130,57,1,206,7
"38206",0.4,0.5,0.1,0.590090402794868,0.244249219659485,5814,0.385052934425703,0.251201978412138,349,0.410465012793429,0.470105745922774,0.452795998426154,0.480793520086445,4,5,5,4,4,3,2,4,14,65,50,1,12,81,42,1
"38207",0.4,0.5,0.1,0.604809539482522,0.271698362958486,5272,0.791929120883053,0.371263210112403,364,0.480748338904232,0.497807572525926,0.495793371647596,0.476273185643367,5,5,4,4,2,2,4,4,107,126,1,9,92,99,1,5
"38208",0.4,0.5,0.1,0.593739655843349,0.263042963201751,6623,0.179617717799076,0.0930869788634899,383,0.424374939058907,0.479201042582281,0.434006235282868,0.497206250065938,5,4,4,4,2,4,3,4,152,28,12,2,118,11,7,2
"38209",0.4,0.5,0.1,0.610785436740561,0.255192689678638,6833,0.430657452482477,0.242997391641454,351,0.43215091789607,0.471892750402913,0.429087338689715,0.493226981326006,4,4,5,5,4,4,2,3,19,1,88,270,9,1,102,185
"38210",0.4,0.5,0.1,0.587728910968245,0.236600076652514,6506,0.524756631343207,0.425077578785627,348,0.444372358778492,0.413407615036704,0.439065778977238,0.436931577185169,4,4,4,4,4,3,4,4,64,321,1,61,39,211,1,26
"38301",0.4,0.5,0.15,0.55499511877644,0.253978479414528,10027,0.17427145670112,0.0825714265210764,439,0.420168193103746,0.48983896849677,0.494467526860535,0.466079779248685,4,4,5,5,3,4,3,2,1,1,61,68,1,1,30,55
"38302",0.4,0.5,0.15,0.560889894375921,0.267153207244049,9021,0.248752194359437,0.118730514141194,448,0.408513596886769,0.422543661645614,0.427453052299097,0.427230506623164,5,4,4,5,2,4,4,2,122,42,1,225,89,34,1,152
"38303",0.4,0.5,0.15,0.567555987864471,0.268037357674451,7373,0.321409804688657,0.164502498060186,444,0.494383933884092,0.494347495865077,0.412915897672065,0.483344881562516,4,5,5,4,4,4,2,4,3,35,7,77,2,24,6,50
"38304",0.4,0.5,0.15,0.593046874562842,0.322313497675176,9215,0.30343664862295,0.259775851343527,466,0.460210067476146,0.460439405404031,0.412463344424032,0.429460092424415,4,5,4,4,4,3,4,4,2,35,102,3,2,24,112,3
"38305",0.4,0.5,0.15,0.556964546073779,0.280457414318425,10446,0.0793064428243418,0.0448413397558146,462,0.481357421493158,0.4260427771369,0.472440589265898,0.490609215130098,5,4,4,4,2,4,3,3,27,5,1,18,21,14,1,17
"38306",0.4,0.5,0.15,0.544348538269855,0.260827547696221,9335,0.295192453181387,0.168493266360115,442,0.410465012793429,0.470105745922774,0.452795998426154,0.480793520086445,4,5,5,4,3,2,3,4,29,68,151,1,56,35,134,1
"38307",0.4,0.5,0.15,0.576910551147209,0.281491185506876,7971,0.475974865460195,0.242265917431322,458,0.480748338904232,0.497807572525926,0.495793371647596,0.476273185643367,5,5,4,4,1,2,4,4,14,242,1,3,9,157,1,3
"38308",0.4,0.5,0.15,0.549705517388331,0.28745673560169,10756,0.123840039842006,0.0484879128916665,469,0.424374939058907,0.479201042582281,0.434006235282868,0.497206250065938,5,4,4,4,2,4,2,4,320,3,24,1,223,2,17,1
"38309",0.4,0.5,0.15,0.566350728105995,0.283989116176742,10066,0.37359602568564,0.160673073272473,442,0.43215091789607,0.471892750402913,0.429087338689715,0.493226981326006,4,4,5,5,4,4,2,2,11,1,202,20,12,1,6,48
"38310",0.4,0.5,0.15,0.560669830357352,0.264732751757658,10611,0.405487551652002,0.258363724809985,436,0.444372358778492,0.413407615036704,0.439065778977238,0.436931577185169,4,4,4,4,4,2,4,2,41,104,1,11,27,192,1,12
"38401",0.4,0.5,0.2,0.535726847320773,0.300602417939618,13832,0.10736315860889,0.0348517950901229,536,0.420168193103746,0.48983896849677,0.494467526860535,0.466079779248685,4,4,5,5,2,4,4,2,6,149,319,248,5,1,226,112
"38402",0.4,0.5,0.2,0.564898112785358,0.322412392965616,12912,0.1292085074489,0.0587310490837407,538,0.408513596886769,0.422543661645614,0.427453052299097,0.427230506623164,5,4,4,5,2,4,4,2,98,4,22,11,102,4,52,19
"38403",0.4,0.5,0.2,0.545067250120394,0.310155334571972,10440,0.112904294807254,0.060659049727354,543,0.494383933884092,0.494347495865077,0.412915897672065,0.483344881562516,4,5,5,4,3,4,2,3,55,510,66,40,38,7,74,33
"38404",0.4,0.5,0.2,0.570766834211552,0.326629360063551,10516,0.170331588628675,0.136623856286903,542,0.460210067476146,0.460439405404031,0.412463344424032,0.429460092424415,4,5,4,4,4,3,4,4,14,162,354,1,8,94,150,1
"38405",0.4,0.5,0.2,0.524907367453677,0.279323877192303,12843,0.0333964859251827,0.0180174186984387,537,0.481357421493158,0.4260427771369,0.472440589265898,0.490609215130098,5,4,4,4,2,4,4,3,104,371,64,110,103,249,45,73
"38406",0.4,0.5,0.2,0.532874809741248,0.298703651116877,12641,0.130650356107533,0.0567568505186911,540,0.410465012793429,0.470105745922774,0.452795998426154,0.480793520086445,4,5,5,4,3,1,2,4,101,6,141,1,52,9,85,1
"38407",0.4,0.5,0.2,0.541982735083814,0.305101968032726,11099,0.363557129845658,0.121483639649605,547,0.480748338904232,0.497807572525926,0.495793371647596,0.476273185643367,5,5,4,4,1,1,4,4,16,13,106,1,26,8,58,1
"38408",0.4,0.5,0.2,0.537996684214974,0.319385259634918,10386,0.0525573016204364,0.0194694863888518,558,0.424374939058907,0.479201042582281,0.434006235282868,0.497206250065938,5,4,4,4,1,3,3,4,96,27,114,1,41,53,72,1
"38409",0.4,0.5,0.2,0.559159761604602,0.317005770998525,12389,0.169584414112938,0.0916222678109165,519,0.43215091789607,0.471892750402913,0.429087338689715,0.493226981326006,4,4,5,5,4,4,2,3,28,3,41,488,117,3,52,306
"38410",0.4,0.5,0.2,0.53823452595213,0.29284954684604,13718,0.267898351376663,0.178825545082944,524,0.444372358778492,0.413407615036704,0.439065778977238,0.436931577185169,4,4,4,4,3,2,4,3,172,148,111,267,149,157,298,59
"38501",0.4,0.5,0.25,0.5220288,0.343290979644283,15183,0.0294930139924345,0.0104653104301686,625,0.420168193103746,0.48983896849677,0.494467526860535,0.466079779248685,4,4,5,5,3,3,3,2,37,8,16,354,31,63,13,291
